name,price,description,features,image link,link
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_whitening_facial_mask_egypt.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/25/s/facial-whitening-mask/category/11/
Eye Contour Whitening Mask,EGP25.00,"A brightening eye contour mask that erases the appearance of fatigue, dark circles & blemishes while relaxing & moisturising strained, stressed eyes.","-	BRIGHT EYES
-	DE-PUFFED EYES
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_ey_contour_1080_eg.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/26/s/eye-contour-whitening-mask/category/11/
Facial Whitening Scrub,EGP25.00,A unifying skin tone scrub that reduces the appearance of blemishes & uneven discolouration while exfoliating & rejuvenating the skin.,"-	EVEN COMPLEXION
-	RADIANT GLOW
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_whitening_facial_scrub_egypt.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/24/s/facial-whitening-scrub/category/11/
Body Pearl Polish,EGP25.00,Discover the beautifying properties of the ocean with this perfecting pearl polish that brightens dull skin & removes dead cells for an all-over glow & smooth feel.,"-	SMOOTH SKIN
-	RADIANT SKIN
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_body_pearl_1080_eg.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/33/s/body-pearl-polish/category/11/
Propolis Facial Wash,EGP225.00,"A gentle foaming gel that thoroughly cleanses the skin, reducing oily secretions & breakouts through propolis’s powerful antimicrobial, purifying & soothing properties.","-	PURIFIED SKIN
-	SOOTHED SKIN
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_propolis_facial_wash_egypt.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/39/s/propolis-facial-wash/category/11/
WHITENING BODY LOTION,EGP215.00,"A fast-absorbing lotion that moisturises & lightens dry skin for a smooth, blemish-free & radiant finish.","-	SMOOTH SKIN
-	RADIANT & EVEN SKIN TONE
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/w/h/whitening_body_lotion_1.jpg,https://www.eg.shopbeesline.com/en/whitening-body-lotion.html
Whitening Facial Exfoliating Soap,EGP120.00,"Exfoliating luffa infused with moisturising vegetal soap cleanses & softens the skin by buffing away dead cells. Simultaneously works to lighten & regenerate the skin, reducing the appearance of UV damage & dullness. For all skin types.","-	SMOOTH SKIN
-	RADIANT & EVEN SKIN TONE
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_facial_exfoliating_soap_egypt.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/161/s/whitening-facial-exfoliating-soap/category/11/
OILY & ACNE-PRONE SKIN CARE OFFER,EGP450.00,BUY Propolis Facial Wash & Facial Mud Mask & GET Whitening Mud Soap for Free,"-	REDUCED ACNE APPEARANCE
-	PURE & MATTE COMPLEXION
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/u/bundle4.jpg,https://www.eg.shopbeesline.com/en/oily-acne-prone-skin-care-offer.html
Oily & Acne-Prone Skin Care Routine  - SPECIAL DISCOUNT,EGP545.00,"- Step 1:Cleanse with Propolis Facial Wash A gentle foaming gel that thoroughly cleanses the skin, reducing oily secretions & breakouts through propolis’s powerful antimicrobial, purifying & soothing properties.","-	REDUCED ACNE APPEARANCE
-	PURE & MATTE COMPLEXION
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/p/r/propolis-wash-mud-mask-nourishing-day-cream-bundle-eg-396x560_002_.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/344/s/oily-acne-prone-skin-care-routine-special-discount/category/11/
Nourishing Facial Day Cream SPF 25 (Oily to Combination),EGP275.00,"A non-greasy daily dose of nourishment & hydration to preserve the skin’s radiance & youth. With potent natural extracts & SPF 25, the cream strengthens the skin’s resistance to daily stress, UV rays & pollution.","-	NOURISHED SKIN
-	UV PROTECTION
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/b/e/beesline_daily_facial_nourishing_cream_oily_to_combination.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/44/s/nourshing-facial-day-cream-spf-25-oily-to-combination/category/11/
Sensitive & Acne Prone Skin Routine,EGP260.00,Get pure & flawless complexion with Beesline Sensitive & Acne Prone skin care routine:,"-	SOOTHED SKIN
-	SMOOTH & CLEAR SKIN
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/a/c/acne-bundle-eg-396x560_002_.png,https://www.eg.shopbeesline.com/en/catalog/product/view/id/295/s/sensitive-acne-prone-skin-routine/category/11/
WHITENING BODY LOTION BRIDAL VANILLA,EGP275.00,"Aromatic fast-absorbing lotion that moisturises & lightens dry skin for a smooth, blemish-free & radiant finish.","-	SMOOTH SKIN
-	RADIANT & EVEN SKIN TONE
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/w/h/whitening_body_lotion_bridal_vanilla.jpg,https://www.eg.shopbeesline.com/en/whitening-body-lotion-bridal-vanilla.html
WHITENING BODY LOTION PAPAYA,EGP275.00,"Aromatic fast-absorbing lotion that moisturises & lightens dry skin for a smooth, blemish-free & radiant finish.","-	SMOOTH SKIN
-	RADIANT & EVEN SKIN TONE
",https://www.shopbeesline.com/pub/media/catalog/product/cache/e250111f64e323ab2904f0870b8b3aea/w/h/whitening_body_lotion_papaya.jpg,https://www.eg.shopbeesline.com/en/whitening-body-lotion-papaya.html
WHITENING BODY LOTION WILD BERRIES,EGP275.00,"Aromatic fast-absorbing lotion that moisturises & lightens dry skin for a smooth, blemish-free & radiant finish.","-	SMOOTH SKIN
-	RADIANT & EVEN SKIN TONE
