name,price,description,features,image link,link
Take Me Back To Brazil,$15.00 ,"Inspired by Rio's Carnival, this sultry collection expands on coveted favorites to unleash a chromatic parade of shimmers, satins, and mattes - plus 2 oversized dual-chrome, ultra-luminous transformers. Samba to the rhythm of passionate purples, tangy yellows, provocative pinks, and more with our redesigned Take Me Back to Brazil 35 Color Pressed Pigment Palette, offering buildable, blendable hues to dazzle the senses. Join Carnival and revel in every daring, flashing moment! Feathered headdress not required.

Variety of bright & bold colors
High, rich color payoff
Ability to create various looks
Velvety smooth mattes & creamy bright shimmers
Black shade to deepen any color
Allergy Tested
Cruelty-Free Product
Vegan","Clinically Tested
Dermatologist Tested
Allergy Tested
Paraben-Free
Gluten-Free
Nano-particle Free
Extra Clean:
	
No Formaldehydes or Formaldehyde-releasing Agents
No Toxic Phthalates
No Mineral Oil
No Retinyl Palmitate
No Oxybenzone
No Coal Tar
No Hydroquinone
No Triclosan or Triclocarban
Not More than 1% of Synthetic Fragrances





Ingredients/Ingrédients / Made in PRC– Total Net Wt / Poids Net 1.23 oz / 35 g ℮ (35 Pressed Pigments / 35 Pigments Pressés/ 35 Gepressten Pigmenten) Mica, Talc, Aluminum Starch Octenylsuccinate, Silica, Dimethicone, Magnesium Stearate, Ethylhexyl Palmitate, Phenoxyethanol. May Contain/Peut Contenir [+/-: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Blue 1 Lake (CI 42090:2), Yellow 10 Lake (CI 47005), Ultramarines (CI 77007), Manganese Violet (CI 77742), Red 7 Lake (CI 15850:1), Yellow 5 Lake (CI 19140:1)] <7203> WARNING: For external use only. Avoid direct contact with eyes and keep out of reach of children. Discontinue use if signs of irritation or rash appear. Not intended for use around immediate eye area. AVERTISSEMENT: Réservé à un usage externe. Éviter le contact direct avec les yeux et garder hors de la portée des enfants. Cesser l'utilisation en cas d'apparition d'irritations ou de rougeurs. 


WARNING: For external use only. Avoid direct contact with eyes and keep out of reach of children. *PRESSED PIGMENT SHADOWS ARE NOT INTENDED FOR USE AROUND IMMEDIATE EYE AREA. Discontinue use if signs of irritation or rash appear. AVERTISSEMENT: Réservé à un usage externe. Éviter le contact direct avec les yeux et garder hors de la portée des enfants. Cesser l'utilisation en cas d'apparition d'irritations ou de rougeurs. WARNHINWEIS: Nur für die äußerliche Anwendung. Direkten Kontakt mit den Augen vermeiden und außerhalb der Reichweite von Kindern aufbewahren. Bei Anzeichen für Hautreizungen oder Ausschlag nicht mehr verwenden.",//cdn.shopify.com/s/files/1/0023/9648/7716/products/Take-Me-Back-To-Brazil-35-Color-Pressed-Pigment-Palette-quarter-web_900x900_crop_center.jpg?v=1574055606,https://www.bhcosmetics.com/products/take-me-back-to-brazil-35-color-pressed-pigment-palette
Party in Puerto Rico,$12.75 ,"Live your best life with Party in Puerto Rico. This vegan array of vibrant oranges and pinks plus smoky hits with intense pigment payoff can keep up with beach and rainforest hopping, wild nightlife and everything in between.

Vibrant and smoked-out hues with intense color payoff 
Range of pigment-rich creamy mattes and high-shine shimmers
Buildable, blendable, long-lasting color","Clinically Tested
Dermatologist Tested
Allergy Tested
Paraben-Free
Gluten-Free
Nano-particle Free
Extra Clean:
	
No Formaldehydes or Formaldehyde-releasing Agents
No Toxic Phthalates
No Mineral Oil
No Retinyl Palmitate
No Oxybenzone
No Coal Tar
No Hydroquinone
No Triclosan or Triclocarban
Not More than 1% of Synthetic Fragrances





Ingredients/Ingrédients / Made in PRC – Total Net Wt / Poids Net 0.56 oz / 16 g (7 Eyeshadow / 7 Ombres à Paupières / 7 Lidschatten) EL YUNQUE, SAN JUAN, RINCON, LAGUNA GRANDE, CUEVA VENTANA, CONDADO, & LA FORTALEZA: Mica, Boron Nitride, Pentaerythrityl Tetraisostearate, Diisostearyl Malate, Dimethicone, Magnesium Stearate, Talc (Only in shades EL YUNQUE, LAGUNA GRANDE, & CONDADO), Phenoxyethanol, Tocopheryl Acetate. May Contain/Peut Contenir [+/-: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Bismuth Oxychloride (CI 77163), FD&C Yellow 5 Lake (CI 19140:1), Ultramarines (CI 77007), FD&C Red 40 Lake (CI 16035)]. (9 Pressed Pigments* / 9 Pigments Pressés / 9 Gepressten Pigmenten) CULEBRITA, CASTILLO, CULEBRA, CAYO LCACOS, EL MORRO, VIEQUES, ISLA VERDE, FLAMENCO, & COQUI: Boron Nitride, Diisostearyl Malate, Dimethicone, Magnesium Stearate, Mica, Pentaerythrityl Tetraisostearate, Phenoxyethanol, Talc (Only in shades CULEBRITA, CASTILLO, CULEBRA, CAYO LCACOS, EL MORRO, VIEQUES, ISLA VERDE, & FLAMENCO), Tocopheryl Acetate. May Contain/Peut Contenir [+/-: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Bismuth Oxychloride (CI 77163), D&C Red 27 Lake (CI 45410), FD&C Red 40 Lake (CI 16035), D&C Red 6 Lake (CI 15850), D&C Red 7 Lake (CI 15850), FD&C Yellow 5 Lake (CI 19140:1), FD&C Yellow 6 Lake (CI 15985)]. <201055.0>


WARNING: For external use only. Avoid direct contact with eyes and keep out of reach of children. *PRESSED PIGMENT SHADOWS CULEBRITA, CASTILLO, CULEBRA, CAYO LCACOS, EL MORRO, VIEQUES, ISLA VERDE, FLAMENCO, & COQUI ARE NOT INTENDED FOR USE AROUND IMMEDIATE EYE AREA. Discontinue use if signs of irritation or rash appear. AVERTISSEMENT: Réservé à un usage externe. Éviter le contact direct avec les yeux et garder hors de la portée des enfants. Cesser l'utilisation en cas d'apparition d'irritations ou de rougeurs. WARNHINWEIS: Nur für die äußerliche Anwendung. Direkten Kontakt mit den Augen vermeiden und außerhalb der Reichweite von Kindern aufbewahren. Bei Anzeichen für Hautreizungen oder Ausschlag nicht mehr verwenden.",//cdn.shopify.com/s/files/1/0023/9648/7716/products/Travel-Series-16-Color-Eyshadow-Palette-Puerto-Rico-Three-Quarter-web_900x900_crop_center.jpg?v=1623188057,https://www.bhcosmetics.com/products/party-in-puerto-rico
Passion in Paris,$12.75 ,"Fall in love with Passion in Paris, a high-fashion, vegan mix of romantic deep berries and cool-toned hues with powerful payoff. Light up every eye look in your itinerary with twinkling shimmer and buttery matte finishes that will stay put from your morning croissant to your evening glass of wine.

Romantic deep berries and cool-toned gray hits
Range of pigment-rich creamy mattes and high-shine shimmers
Buildable, blendable, long-lasting color","Clinically Tested
Dermatologist Tested
Allergy Tested
Paraben-Free
Gluten-Free
Nano-particle Free
Extra Clean:
	
No Formaldehydes or Formaldehyde-releasing Agents
No Toxic Phthalates
No Mineral Oil
No Retinyl Palmitate
No Oxybenzone
No Coal Tar
No Hydroquinone
No Triclosan or Triclocarban
Not More than 1% of Synthetic Fragrances





Ingredients/Ingrédients / Made in PRC – Total Net Wt / Poids Net 0.56 oz / 16 g (7 Eyeshadow / 7 Ombres à Paupières / 7 Lidschatten) CHAMPS-ELYSEES, LOUVRE, CITY OF LIGHT, NORTE DAME, VERSAILLES, MUSEE D'ORSAY, & EIFFEL TOWER: Mica, Boron Nitride, Pentaerythrityl Tetraisostearate, Diisostearyl Malate, Dimethicone, Magnesium Stearate, Talc, Phenoxyethanol, Tocopheryl Acetate. May Contain/Peut Contenir [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163), Ultramarines (CI 77007), FD&C Red 40 Lake (CI 16035)]. (9 Pressed Pigments* / 9 Pigments Pressés / 9 Gepressten Pigmenten) MONTMARTRE, SACRE-COEUR, TUILERIES, ARC DE TRIOMPHE, SEINE, PANTHEON, GRAND PALAIS, POMPIDOU, & MOULIN ROUGE: Mica, Boron Nitride, Pentaerythrityl Tetraisostearate, Diisostearyl Malate, Dimethicone, Magnesium Stearate, Talc, Phenoxyethanol, Tocopheryl Acetate. May Contain/Peut Contenir [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163), Ultramarines (CI 77007), Ferric Ammonium Ferrocyanide (CI 77510), D&C Red 7 Lake (CI 15850), D&C Red 27 Lake (CI 45410), FD&C Blue 1 Lake (CI 42090:2), D&C Red 6 Lake (CI 15850)]. <201056.0>


WARNING: For external use only. Avoid direct contact with eyes and keep out of reach of children. *PRESSED PIGMENT SHADOWS MONTMARTRE, SACRE-COEUR, TUILERIES, ARC DE TRIOMPHE, SEINE, PANTHEON, GRAND PALAIS, POMPIDOU, & MOULIN ROUGE ARE NOT INTENDED FOR USE AROUND IMMEDIATE EYE AREA. Discontinue use if signs of irritation or rash appear. AVERTISSEMENT: Réservé à un usage externe. Éviter le contact direct avec les yeux et garder hors de la portée des enfants. Cesser l'utilisation en cas d'apparition d'irritations ou de rougeurs. WARNHINWEIS: Nur für die äußerliche Anwendung. Direkten Kontakt mit den Augen vermeiden und außerhalb der Reichweite von Kindern aufbewahren. Bei Anzeichen für Hautreizungen oder Ausschlag nicht mehr verwenden.",//cdn.shopify.com/s/files/1/0023/9648/7716/products/Travel-Series-16-Color-Eyshadow-Palette-Paris-Three-Quarter-web_900x900_crop_center.jpg?v=1623186334,https://www.bhcosmetics.com/products/passion-in-paris
Pearl for June,$5.40 ,"Make them clutch their pearls in awe. Look like a pure treasure with Pearl for June, a vegan, multi-faceted mix of universally gorgeous brown neutrals, luminous whites and coppers with big pigment payoff. Come straight out of your shell with glitters galore and velvety matte finishes.
Shop the Birthstone Collection
 

Oversized sparkling white hero shade
Deep browns, coppers and pearlescent white tones
Range of long-lasting pressed glitter, matte and shimmer finishes
Compact palette includes a mirror so you can apply your look anywhere","Clinically Tested
Dermatologist Tested
Allergy Tested
Paraben-Free
Gluten-Free
Nano-particle Free
Extra Clean:
	
No Formaldehydes or Formaldehyde-releasing Agents
No Toxic Phthalates
No Mineral Oil
No Retinyl Palmitate
No Oxybenzone
No Coal Tar
No Hydroquinone
No Triclosan or Triclocarban
Not More than 1% of Synthetic Fragrances





Ingredients/Ingrédients 
/ Made in PRC – Total Net Wt / Poids Net 0.32 oz / 9 g (5 Eyeshadow / 5 Ombres à Paupières / 5 Lidschatten) PEARL, SILLY, SENSITIVE, VISIONARY, & BOSSY: Synthetic Fluorphlogopite (Only in shades PEARL, SILLY, & BOSSY), Mica, Magnesium Stearate, Ethylhexyl Palmitate, Tridecyl Trimellitate, Talc (Only in shade SENSITIVE), Dimethicone, Silica (Only in shades SENSITIVE, & VISIONARY), Cellulose (Only in shades PEARL, SILLY, & BOSSY), Bis-Diglyceryl Polyacyladipate-2, Phenoxyethanol, Magnesium Myristate, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire de Carnauba (Only in shades PEARL, SILLY, & BOSSY), Synthetic Wax (Only in shades PEARL, SILLY, & BOSSY), Tin Oxide (Only in shades PEARL, & SILLY), Ethylhexylglycerin, o-Cymen-5-ol, Triethoxycaprylylsilane (Only in shade SENSITIVE). May Contain/Peut Contenir [+/-: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Bismuth Oxychloride (CI 77163). (1 Pressed Pigments* / 1 Pigments Pressés / 1 Gepressten Pigmenten) POPULAR: Mica, Magnesium Stearate, Silica, Ethylhexyl Palmitate, Dimethicone, Tridecyl Trimellitate, Magnesium Myristate, Bis-Diglyceryl Polyacyladipate-2, Phenoxyethanol, Ethylhexylglycerin, o-Cymen-5-ol. May Contain/Peut Contenir [+/-: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), D&C Red 7 Lake (CI 15850). (1 Face & Body Glitter** / 1 Brillants Pour le Visage et le Corps** / 1 Gesichts- & Körperglitter**) SPONTANEOUS: Polyethylene Terephthalate, Ethylhexyl Palmitate, Tridecyl Trimellitate, Bis-Diglyceryl Polyacyladipate-2, Hydroxystearic Acid, Polybutene, Phenoxyethanol, Acrylates Copolymer, Ethylhexylglycerin, o-Cymen-5-ol. <201043.0>


WARNING: **Face & Body Glitters ARE NOT FOR USE AROUND IMMEDIATE EYE AREA Discontinue use if signs of irritation or rash appear. For external use only. Avoid direct contact with eyes and keep out of reach of children. *PRESSED PIGMENT SHADOW POPULAR IS NOT INTENDED FOR USE AROUND IMMEDIATE EYE AREA. AVERTISSEMENT: **Les brillants pour le visage et le corps NE DOIVENT PAS ÊTRE UTILISÉS DANS LA RÉGION IMMÉDIATE DES YEUX. Réservé à un usage externe. Éviter le contact direct avec les yeux et garder hors de la portée des enfants. Cesser l'utilisation en cas d'apparition d'irritations ou de rougeurs. WARNHINWEIS: **Gesichts- & Körperglitter SIND NICHT ZUR ANWENDUNG IN UNMITTELBARER AUGENNÄHE GEEIGNET. Nur für die äußerliche Anwendung. Direkten Kontakt mit den Augen vermeiden und außerhalb der Reichweite von Kindern aufbewahren. Bei Anzeichen für Hautreizungen oder Ausschlag nicht mehr verwenden.",//cdn.shopify.com/s/files/1/0023/9648/7716/products/Birthstone-Pearl-7-Color-Shadow-Palette-Three-Quarter-web_900x900_crop_center.jpg?v=1621273291,https://www.bhcosmetics.com/products/pearl-for-june
Lookin Like a Snack,$11.25 ,"Feel yourself with LOOKIN’ LIKE A SNACK, striking, seductive shades in alluring pinks and corals for when you know you're 100% that b*tch. Look good enough to eat with ultra-pigmented mattes and high-shine shimmers that’ll make ‘em swipe right all day, every day.
SAY IT LOUD WITH THE ENTIRE SAY IT COLLECTION

A fuschia hero center shade surrounded by complementary pinks and corals 
Ultra-pigmented matte and shimmer finishes 
Buildable, blendable, long-lasting color","Clinically Tested
Dermatologist Tested
Allergy Tested
Paraben-Free
Gluten-Free
Nano-particle Free
Extra Clean:
	
No Formaldehydes or Formaldehyde-releasing Agents
No Toxic Phthalates
No Mineral Oil
No Retinyl Palmitate
No Oxybenzone
No Coal Tar
No Hydroquinone
No Triclosan or Triclocarban
Not More than 1% of Synthetic Fragrances





Ingredients/Ingrédients / Made in PRC – Total Net Wt / Poids Net 0.42 oz / 12 g (3 Eyeshadow / 3 Ombres à Paupières / 3 Lidschatten) YUMMY, THOT, & DIRTY TALK: Synthetic Fluorphlogopite, Mica, Magnesium Stearate, Ethylhexyl Palmitate, Calcium Sodium Borosilicate (Only in shades THOT, & DIRTY TALK), Dimethicone, Tridecyl Trimellitate, Silica (Only in shade THOT), Cellulose (Only it shades YUMMY, & DIRTY TALK), Bis-Diglyceryl Polyacyladipate-2, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire de Carnauba (Only it shades YUMMY, & DIRTY TALK), Synthetic Wax (Only it shades YUMMY, & DIRTY TALK), Phenoxyethanol, Magnesium Myristate, Ethylhexylglycerin, o-Cymen-5-ol, Tin Oxide (Only in shades THOT, & DIRTY TALK). May Contain/Peut Contenir [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163)]. (6 Pressed Pigments* / 6 Pigments Pressés / 6 Gepressten Pigmenten) SWIPE RIGHT, TEENAGE DREAM, YOU UP?, BOOTYLICIOUS, SNATCHED, & HIT THAT: Mica, Talc, Magnesium Stearate, Silica, Ethylhexyl Palmitate, Tridecyl Trimellitate, Dimethicone, Kaolin (Only in shades SNATCHED, & HIT THAT), Magnesium Myristate, Bis-Diglyceryl Polyacyladipate-2, Phenoxyethanol, Synthetic Fluorphlogopite, Synthetic Wax (Only in shades SNATCHED, & HIT THAT), Triethoxycaprylylsilane, Ethylhexylglycerin, o-Cymen-5-ol.. May Contain/Peut Contenir [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarines (CI 77007), D&C Red 27 Lake (CI 45410), D&C Red 7 Lake (CI 15850), D&C Red 6 Lake (CI 15850)]. <201048.0>


WARNING: For external use only. Avoid direct contact with eyes and keep out of reach of children. *PRESSED PIGMENT SHADOWS SWIPE RIGHT, TEENAGE DREAM, YOU UP?, BOOTYLICIOUS, SNATCHED, & HIT THAT ARE NOT INTENDED FOR USE AROUND IMMEDIATE EYE AREA. Discontinue use if signs of irritation or rash appear. AVERTISSEMENT: Réservé à un usage externe. Éviter le contact direct avec les yeux et garder hors de la portée des enfants. Cesser l'utilisation en cas d'apparition d'irritations ou de rougeurs. WARNHINWEIS: Nur für die äußerliche Anwendung. Direkten Kontakt mit den Augen vermeiden und außerhalb der Reichweite von Kindern aufbewahren. Bei Anzeichen für Hautreizungen oder Ausschlag nicht mehr verwenden.",//cdn.shopify.com/s/files/1/0023/9648/7716/products/Say-It-Lookin-Like-A-Snack-9-Color-Shadow-Three-Quarter-web_900x900_crop_center.jpg?v=1619722771,https://www.bhcosmetics.com/products/lookin-like-a-snack-9-color-shadow-palette
F*** Off,$7.50 ,"Throw up your deuces with F*** OFF, edgy, in-your-face shades in badass, bold dark tones for when you’re feeling fierce AF. Let your look give the finger with ultra-pigmented mattes and high-shine shimmers that scream “K… bye”!
SAY IT LOUD WITH THE ENTIRE SAY IT COLLECTION

A black hero center shade surrounded by complimentary neutrals and dark tones 
Ultra-pigmented matte and shimmer finishes
Buildable, blendable, long-lasting color","Clinically Tested
Dermatologist Tested
Allergy Tested
Paraben-Free
Gluten-Free
Nano-particle Free
Extra Clean:
	
No Formaldehydes or Formaldehyde-releasing Agents
No Toxic Phthalates
No Mineral Oil
No Retinyl Palmitate
No Oxybenzone
No Coal Tar
No Hydroquinone
No Triclosan or Triclocarban
Not More than 1% of Synthetic Fragrances





Ingredients/Ingrédients / Made in PRC – Total Net Wt / Poids Net 0.42 oz / 12 g (6 Eyeshadow / 6 Ombres à Paupières / 6 Lidschatten) K BYE, GET LOST, IDGAF, MIDDLE FINGER, MIC DROP, & DEUCES: Mica, Synthetic Fluorphlogopite (Only in shades IDGAF, & DEUCES), Magnesium Stearate, Talc (Only in shades K BYE, & MIC DROP), Silica (Only in shades K BYE, GET LOST, MIDDLE FINGER, & MIC DROP), Ethylhexyl Palmitate, Dimethicone, Tridecyl Trimellitate, Bis-Diglyceryl Polyacyladipate-2, Cellulose (Only in shades IDGAF, & DEUCES), Magnesium Myristate, Kaolin (Only in shade MIC DROP), Phenoxyethanol, Synthetic Wax (Only in shades IDGAF, MIC DROP, & DEUCES), Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire de Carnauba (Only in shades IDGAF, & DEUCES), Triethoxycaprylylsilane(Only in shades K BYE, & MIC DROP), Ethylhexylglycerin, Tin Oxide (Only in shades IDGAF, & DEUCES), o-Cymen-5-ol. May Contain/Peut Contenir [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163), FD&C Blue 1 Lake (CI 42090:2), D&C Black 2 (CI 77266), Ferric Ferrocyanide (CI 77510), Ferric Ammonium Ferrocyanide (CI 77510)]. (3 Pressed Pigments* / 3 Pigments Pressés / 3 Gepressten Pigmenten) BITE ME, BEAT IT, & BITCH PLEASE: Synthetic Fluorphlogopite (Only in shade BITCH PLEASE), Magnesium Stearate, Talc (Only in shades BITE ME, & BEAT IT), Mica, Ethylhexyl Palmitate, Silica (Only in shades BITE ME, & BEAT IT), Kaolin (Only in shades BITE ME, & BEAT IT), Tridecyl Trimellitate, Dimethicone, Synthetic Wax (Only in shade BITCH PLEASE), Bis-Diglyceryl Polyacyladipate-2, Cellulose, Phenoxyethanol, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire de Carnauba (Only in shade BITCH PLEASE), Magnesium Myristate, Triethoxycaprylylsilane (Only in shades BITE ME, & BEAT IT), Tin Oxide (Only in shade BITCH PLEASE), Ethylhexylglycerin, o-Cymen-5-ol. May Contain/Peut Contenir [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ferric Ammonium Ferrocyanide (CI 77510), D&C Red 7 Lake (CI 15850), D&C Red 27 Lake (CI 45410), Bismuth Oxychloride (CI 77163), D&C Black 2 (CI 77266)]. <201046.0>
 
 
WARNING: For external use only. Avoid direct contact with eyes and keep out of reach of children. *PRESSED PIGMENT SHADOWS BITE ME, BEAT IT, & BITCH PLEASE ARE NOT INTENDED FOR USE AROUND IMMEDIATE EYE AREA. Discontinue use if signs of irritation or rash appear. AVERTISSEMENT: Réservé à un usage externe. Éviter le contact direct avec les yeux et garder hors de la portée des enfants. Cesser l'utilisation en cas d'apparition d'irritations ou de rougeurs. WARNHINWEIS: Nur für die äußerliche Anwendung. Direkten Kontakt mit den Augen vermeiden und außerhalb der Reichweite von Kindern aufbewahren. Bei Anzeichen für Hautreizungen oder Ausschlag nicht mehr verwenden.",//cdn.shopify.com/s/files/1/0023/9648/7716/products/Say-It-Fuck-Off-Palette-Three-Quarter-web_900x900_crop_center.jpg?v=1619638666,https://www.bhcosmetics.com/products/fuck-off-9-color-shadow-palette
Let That S*** Go,$7.50 ,"Burn your sage and shake the haters off with LET THAT S*** GO, earthy, zenned-out shades in intense greens and browns. Give off the perfect amount of chill kid vibes with ultra-pigmented mattes and high-shine shimmers that prove you’re 100% OVER IT.
SAY IT LOUD WITH THE ENTIRE SAY IT COLLECTION

A bright green hero center shade surrounded by complementary earth tones
Ultra-pigmented matte and shimmer finishes 
Buildable, blendable, long-lasting color","Clinically Tested
Dermatologist Tested
Allergy Tested
Paraben-Free
Gluten-Free
Nano-particle Free
Extra Clean:
	
No Formaldehydes or Formaldehyde-releasing Agents
No Toxic Phthalates
No Mineral Oil
No Retinyl Palmitate
No Oxybenzone
No Coal Tar
No Hydroquinone
No Triclosan or Triclocarban
Not More than 1% of Synthetic Fragrances





Ingredients/Ingrédients / Made in PRC – Total Net Wt / Poids Net 0.42 oz / 12 g (8 Eyeshadow / 8 Ombres à Paupières / 8 Lidschatten) NAMASTE, BLISSED OUT, MJ, GOOD KARMA, CHILL PILL, PALO SANTO, SAGE STICK, & OVER IT: Mica, Synthetic Fluorphlogopite (Only in shades NAMASTE, MJ, GOOD KARMA, & SAGE STICK), Magnesium Stearate, Ethylhexyl Palmitate, Silica (Only in shades BLISSED OUT, CHILL PILL, PALO SANTO, & OVER IT), Tridecyl Trimellitate, Dimethicone, Talc (Only in shades BLISSED OUT, PALO SANTO, & OVER IT), Calcium Sodium Borosilicate (Only in shade GOOD KARMA), Cellulose (Only in shades NAMASTE, MJ, GOOD KARMA, & SAGE STICK), Bis-Diglyceryl Polyacyladipate-2, Synthetic Wax (Only in shades NAMASTE, MJ, GOOD KARMA, SAGE STICK, & OVER IT), Magnesium Myristate, Phenoxyethanol, Kaolin, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire de Carnauba (Only in shades NAMASTE, MJ, GOOD KARMA, & SAGE STICK), Tin Oxide (Only in shades NAMASTE, MJ, GOOD KARMA, & SAGE STICK), Ethylhexylglycerin, Triethoxycaprylylsilane (Only in shades BLISSED OUT, PALO SANTO, & OVER IT), o-Cymen-5-ol. May Contain/Peut Contenir [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163), Ferric Ammonium Ferrocyanide (CI 77510), FD&C Yellow 5 Lake (CI 19140:1), FD&C Blue 1 Lake (CI 42090:2), D&C Black 2 (CI 77266)]. (1 Pressed Pigments* / 1 Pigments Pressés / 1 Gepressten Pigmenten) SHAKE IT OFF: Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Magnesium Stearate, Ethylhexyl Palmitate, Cellulose, Dimethicone, Tridecyl Trimellitate, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire de Carnauba, Synthetic Wax, Bis-Diglyceryl Polyacyladipate-2, Phenoxyethanol, Tin Oxide, Mica, Ethylhexylglycerin, o-Cymen-5-ol, Magnesium Myristate. May Contain/Peut Contenir [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163), D&C Yellow 10 Lake (CI 47005), FD&C Blue 1 Lake (CI 42090:2), FD&C Yellow 5 Lake (CI 19140:1)]. <201047.0>
WARNING: For external use only. Avoid direct contact with eyes and keep out of reach of children. *PRESSED PIGMENT SHADOWSHAKE IT OFF IS NOT INTENDED FOR USE AROUND IMMEDIATE EYE AREA. Discontinue use if signs of irritation or rash appear. AVERTISSEMENT: Réservé à un usage externe. Éviter le contact direct avec les yeux et garder hors de la portée des enfants. Cesser l'utilisation en cas d'apparition d'irritations ou de rougeurs. WARNHINWEIS: Nur für die äußerliche Anwendung. Direkten Kontakt mit den Augen vermeiden und außerhalb der Reichweite von Kindern aufbewahren. Bei Anzeichen für Hautreizungen oder Ausschlag nicht mehr verwenden.",//cdn.shopify.com/s/files/1/0023/9648/7716/products/Say-It-Let-That-Shit-Go-Palette-Three-Quarter-web_900x900_crop_center.jpg?v=1619651707,https://www.bhcosmetics.com/products/let-that-shit-go-9-color-shadow-palette
